DOCID	REVIEW SENTID	REVIEW SENT	REVIEW AUID	RESPONSE SENTID	RESPONSE SENT	RESPONSE AUID
3279161	50003651	A wonderful hotel to stay in with old style features but modern day comforts and excellent service.		80003783	I do hope we didnt over serve at breakfast.	
3279161	50003652	The breakfast bar was overwhelming with a wide variety of choices and the staff constantly asking if there was anything else they could do for us.		80003784	The staff are very keen to please.	
3279161				80003785	I hope you had a chance to explore Sydney.	
3279161				80003786	You may experience the best local food, and fashion by Aussie designers within walking distance from our hotel.	
3279161				80003787	Thank you once again for sharing your experience with us and we look forward to welcoming you again soon!	
3279161				80003788	Best regards, Timothy Buckton General Manager	

3172671	50003660	Luxury Luxury Luxury!		80003799	Dear Wiley_Irish_Guy, Many thanks for taking the time to post a review of your recent stay with us at The Merrion.	
3172671	50003661	---SEP---		80003800	I have shared your wonderful comments with all the team here who join me in saying a “big thank you” also.	
3172671	50003662	We has a very enjoyable night in The Merrion, when we stayed recently, attending the Bruce Springsteen show in Dublin.		80003801	I am delighted that The Merrion was your favourite hotel of your holidays	
3172671	50003663	We had two rooms and they were both finished to a very high standard, and so so comfortable.		80003802	and I hope we have the privilege of welcoming you back to stay with us again at some point in the future.	
3172671	50003664	Due to the timing of the concert, we could only dine in the cellar bar, where the food was excellent, and the service top notch.		80003803	Yours sincerely, Peter Mac Cann General Manager	
3172671	50003665	We have just returned from holidays this week, where we stayed in some good hotels in London and the Caribbean, but none as good as The Merrion, which caters for your every need.				
3172671	50003666	Our only regret, was that we did not have more time to spend in the hotel, but hey, there is always the next time.				
3172671	50003667	In summary, there is only one word to describe this hotel - Classy (with a capital C).				

3270226	50003670	Great Location ---SEP--- Came back for our eight wedding anniversary with our daughter.		80003814	Thank you Bellafortuna for taking the time to share your experience with us.	
3270226	50003671	We enjoyed this hotel the first time and except for some updating, nothing has changed.		80003815	We are so pleased to hear that you enjoyed our location and friendly staff.	
3270226	50003672	The front desk was very helpful and accommodating and the room was clean, The things I love most about this hotel is that the location is so central that beach, shopping and restaurants are just steps from the front door.		80003816	We miss you too and hope to welcome you back to the Sheraton Princess Kaiulani Hotel soon.	
3270226	50003673	Miss it already.		80003817	Mahalo!	

3238350	50003680	Worst hotel in the world!!!		80003828	This review is histrionic and unhelpful as a result - more so as I was party to the dialogue with our manager.	
3238350	50003681	---SEP--- Have just checked out of this hotel and only checked in a couple of hours before hand.		80003829	These so called guests did not give the hotel an opportunity to offer them an alternative and in any event, the room they had been allocated was one of our executive rooms and is always reserved by our best customer who has been visiting for years and is especially discerning The fact that alternative accommodation was booked in advance of their speaking to our manager speaks volumes.	
3238350	50003682	Booked in for four nights this week but it was so so bad we decided to cut our losses and loose money rather than stay a single night there.		80003830	Their behaviour has made us aghast	
3238350	50003683	Grossest shabbiest building iv been in for a long time.				
3238350	50003684	Listen to all the reviews on this website as they are all true and I wish we had listened.				
3238350	50003685	We're on honeymoon and it has ruined the start of it.				
3238350	50003686	The rooms are filthy and stenchey and when we sat on the bed it was lumpy and uneven.				
3238350	50003687	Requested to speak to manager and the man on the desks reply was : depends what its regarding.				
3238350	50003688	Think reception must get hundreds of complaints as they didn't seem surprised orbothered.				
3238350	50003689	Told the man we were checking out and he replied that they have 78 rooms and some have been renovated and some haven't.				
3238350	50003690	Well in my opinion they shouldn't put people in the non renovated rooms until the renovated ones are full which they cant be if they were able to move us.				
3238350	50003691	By this point I was too disgusted at the staffs attitudes that I just wanted to get out of there and I wouldn't have given them the time of day to give us another room.				
3238350	50003692	Honestly felt like we were in their way and they couldn't be bothered to listen.				
3238350	50003693	Cups in room looked unwashed, paint round windows all peeling off, toilet unflushed, we both felt like they needed help decorating rather than guests.				
3238350	50003694	If you have a mobility issue this is seriously not the hotel for you.				
3238350	50003695	Reception couldn't have been less helpful or less interested if they tried.				
3238350	50003696	So disgraceful that they even exist as a business				
3238350	50003697	and I would never ever step foot in there again even if u paid me.				
3238350	50003698	Awful awful awful!!!!				

3192090	50003700	Only pet friendly hotel in DWTN Denver ---SEP---		80003841	Dear Valued Guest, We sure hope your pooch enjoys the Hotel Monaco as much as you do!	
3192090	50003701	I travel with my four legged person on occasion and finding a place that lets pets stay too can be a nightmare.		80003842	Thanks for taking the time to write a review and please come and see us again very soon!	
